qname	qlen	start1	end1	strand	tname	tlen	start2	end2	n_match	length	mapq	identity
1	30427671	21210256	21211280	+	1	30427671	13166308	13167296	321	1053	0	30.484330484330485
1	30427671	13166308	13167296	+	1	30427671	21210256	21211280	321	1053	0	30.484330484330485
1	30427671	14261636	14262143	-	1	30427671	13711948	13712455	301	507	0	59.36883629191322
1	30427671	15179003	15180139	+	1	30427671	13776479	13777583	312	1145	0	27.24890829694323
1	30427671	23205015	23206004	-	1	30427671	23507992	23508981	301	989	0	30.434782608695656
1	30427671	13711948	13712455	-	1	30427671	14261636	14262143	301	507	0	59.36883629191322
1	30427671	499434	499853	+	1	30427671	8489475	8489894	301	420	0	71.66666666666667
1	30427671	13776479	13777583	+	1	30427671	15179003	15180139	312	1145	0	27.24890829694323
1	30427671	28161297	28162244	-	1	30427671	19768067	19769025	304	958	0	31.732776617954073
1	30427671	3073955	3074939	+	1	30427671	2234398	2235162	338	985	0	34.31472081218274
1	30427671	2234398	2235162	+	1	30427671	3073955	3074939	338	985	0	34.31472081218274
1	30427671	23507992	23508981	-	1	30427671	23205015	23206004	301	989	0	30.434782608695656
1	30427671	8489475	8489894	+	1	30427671	499434	499853	301	420	0	71.66666666666667
1	30427671	19768067	19769025	-	1	30427671	28161297	28162244	304	958	0	31.732776617954073
1	30427671	22105368	22106625	-	1	30427671	25097915	25099033	342	1292	0	26.47058823529412
1	30427671	19062939	19063835	-	1	30427671	12328735	12329772	335	1038	0	32.273603082851636
1	30427671	25097915	25099033	-	1	30427671	22105368	22106625	342	1292	0	26.47058823529412
1	30427671	22620806	22622285	+	1	30427671	11735892	11737373	360	1648	0	21.844660194174757
1	30427671	17837910	17838917	-	1	30427671	13027760	13028779	304	1020	0	29.80392156862745
1	30427671	13027760	13028779	-	1	30427671	17837910	17838917	304	1020	0	29.80392156862745
1	30427671	22620806	22622266	-	1	30427671	7035229	7036715	348	1613	0	21.574705517668942
1	30427671	19026884	19027849	+	1	30427671	10526176	10527207	314	1031	0	30.455868089233757
1	30427671	4329915	4334371	-	1	30427671	4329915	4334371	300	4456	0	6.732495511669659
1	30427671	11735892	11737373	+	1	30427671	22620806	22622285	360	1648	0	21.844660194174757
1	30427671	15388775	15389484	+	1	30427671	15172876	15173613	311	737	0	42.198100407055634
1	30427671	15172876	15173613	+	1	30427671	15388775	15389484	311	737	0	42.198100407055634
1	30427671	7035229	7036715	-	1	30427671	22620806	22622266	348	1613	0	21.574705517668942
1	30427671	10526176	10527207	+	1	30427671	19026884	19027849	314	1031	0	30.455868089233757
1	30427671	23301602	23303342	-	1	30427671	23204878	23206632	303	1754	0	17.27480045610034
1	30427671	26306971	26307493	-	1	30427671	16858643	16859165	299	523	0	57.17017208413002
1	30427671	15940108	15941161	-	1	30427671	12875892	12876714	345	1067	0	32.33364573570759
1	30427671	16858643	16859165	-	1	30427671	26306971	26307493	299	523	0	57.17017208413002
1	30427671	14364230	14365709	-	1	30427671	16103330	16104799	320	1527	0	20.956123117223314
1	30427671	16103330	16104799	-	1	30427671	14409883	14411362	320	1527	0	20.956123117223314
1	30427671	12875892	12876714	-	1	30427671	15940108	15941161	345	1067	0	32.33364573570759
1	30427671	13651560	13653561	+	1	30427671	15074272	15075579	413	2015	0	20.496277915632753
1	30427671	14379906	14380674	-	1	30427671	15192187	15192955	298	769	0	38.751625487646294
1	30427671	15705853	15707145	+	1	30427671	15486859	15488152	316	1297	0	24.363916730917502
1	30427671	15074272	15075579	+	1	30427671	13651560	13653561	413	2015	0	20.496277915632753
1	30427671	15467892	15469125	-	1	30427671	15065646	15066880	306	1244	0	24.59807073954984
1	30427671	15696018	15697865	-	1	30427671	13292881	13294777	313	1906	0	16.421825813221407
1	30427671	14504466	14506433	-	1	30427671	14898850	14900885	318	2047	0	15.534929164631167
1	30427671	3762161	3762952	+	1	30427671	12618641	12619486	308	846	0	36.40661938534279
1	30427671	20559701	20560220	-	1	30427671	21128086	21128770	327	686	0	47.667638483965014
1	30427671	21128086	21128770	-	1	30427671	20559701	20560220	327	686	0	47.667638483965014
1	30427671	14425559	14426327	-	1	30427671	15192187	15192955	298	769	0	38.751625487646294
1	30427671	12618641	12619486	+	1	30427671	3762161	3762952	308	846	0	36.40661938534279
1	30427671	13941170	13942623	+	1	30427671	14179751	14181214	304	1467	0	20.7225630538514
1	30427671	14355711	14356746	-	1	30427671	14214802	14215851	302	1051	0	28.73453853472883
1	30427671	14179751	14181214	+	1	30427671	13941170	13942623	304	1467	0	20.7225630538514
1	30427671	13292881	13294777	-	1	30427671	15696018	15697865	313	1906	0	16.421825813221407
1	30427671	14898850	14900885	-	1	30427671	14504466	14506433	318	2047	0	15.534929164631167
1	30427671	15467328	15471003	-	1	30427671	15445490	15449110	318	3686	0	8.627238198589257
1	30427671	14401364	14402399	-	1	30427671	14214802	14215851	302	1051	0	28.73453853472883
1	30427671	14121603	14124896	+	1	30427671	15833642	15836926	353	3432	0	10.285547785547786
1	30427671	15486859	15488152	+	1	30427671	15705853	15707145	316	1297	0	24.363916730917502
1	30427671	15445490	15449110	-	1	30427671	15467328	15471003	318	3686	0	8.627238198589257
1	30427671	15553710	15557434	-	1	30427671	15457638	15461123	347	3736	0	9.288008565310491
1	30427671	15833642	15836926	+	1	30427671	14121603	14124896	353	3432	0	10.285547785547786
1	30427671	15457638	15461123	-	1	30427671	15553710	15557434	347	3736	0	9.288008565310491
1	30427671	14749136	14750256	-	1	30427671	16050570	16051712	302	1143	0	26.42169728783902
1	30427671	13397569	13398614	+	1	30427671	15852945	15854094	332	1190	0	27.899159663865547
1	30427671	16193353	16194659	+	1	30427671	14349133	14350408	305	1307	0	23.335883703136957
1	30427671	6514498	6515236	-	1	30427671	5437000	5437765	305	768	0	39.71354166666667
1	30427671	14394786	14396061	+	1	30427671	16193353	16194659	305	1307	0	23.335883703136957
1	30427671	5437000	5437765	-	1	30427671	6514498	6515236	305	768	0	39.71354166666667
1	30427671	19994829	19995729	+	1	30427671	17552176	17552993	320	919	0	34.82045701849837
1	30427671	15493552	15494815	-	1	30427671	14127056	14128323	299	1268	0	23.58044164037855
1	30427671	16050570	16051712	-	1	30427671	14749136	14750256	302	1143	0	26.42169728783902
1	30427671	17552176	17552993	+	1	30427671	19994829	19995729	320	919	0	34.82045701849837
1	30427671	13797987	13799759	-	1	30427671	15417984	15420108	362	2131	0	16.98732989206945
1	30427671	14714250	14715370	+	1	30427671	16050570	16051712	302	1143	0	26.42169728783902
1	30427671	13299479	13301470	+	1	30427671	14470786	14472714	316	2005	0	15.760598503740647
1	30427671	16997677	16998237	-	1	30427671	16326320	16326881	298	562	0	53.02491103202846
1	30427671	14127056	14128323	-	1	30427671	15493552	15494815	299	1268	0	23.58044164037855
1	30427671	14439610	14440872	+	1	30427671	14814049	14815298	311	1266	0	24.56556082148499
1	30427671	14470786	14472714	+	1	30427671	13299479	13301470	316	2005	0	15.760598503740647
1	30427671	16326320	16326881	-	1	30427671	16997677	16998237	298	562	0	53.02491103202846
1	30427671	15544620	15545733	-	1	30427671	14059311	14060495	319	1198	0	26.627712854757927
1	30427671	14179763	14181272	-	1	30427671	15417984	15419773	347	1797	0	19.30996104618809
1	30427671	16193353	16194659	+	1	30427671	14394786	14396061	305	1307	0	23.335883703136957
1	30427671	16050570	16051712	+	1	30427671	14714250	14715370	302	1143	0	26.42169728783902
1	30427671	14814049	14815298	+	1	30427671	14439610	14440872	311	1266	0	24.56556082148499
1	30427671	14059311	14060495	-	1	30427671	15544620	15545733	319	1198	0	26.627712854757927
1	30427671	15852945	15854094	+	1	30427671	13397569	13398614	332	1190	0	27.899159663865547
1	30427671	14349133	14350408	+	1	30427671	16193353	16194659	305	1307	0	23.335883703136957
1	30427671	14488415	14489585	+	1	30427671	15544573	15545676	314	1174	0	26.74616695059625
1	30427671	15544573	15545676	+	1	30427671	14488415	14489585	314	1174	0	26.74616695059625
1	30427671	29479652	29481778	+	1	30427671	28331982	28334155	322	2204	0	14.609800362976408
1	30427671	19767992	19768982	-	1	30427671	18791871	18792861	296	992	0	29.838709677419356
1	30427671	18853572	18854696	-	1	30427671	12950020	12951157	309	1157	0	26.707000864304238
1	30427671	15712710	15714588	+	1	30427671	15074385	15075579	413	1900	0	21.736842105263158
1	30427671	4093414	4094376	+	1	30427671	11286659	11287668	324	1053	0	30.76923076923077
1	30427671	15191726	15192692	-	1	30427671	13652604	13653561	298	966	0	30.848861283643892
1	30427671	13652604	13653561	-	1	30427671	15191726	15192692	298	966	0	30.848861283643892
1	30427671	14409870	14411362	-	1	30427671	14280356	14281809	307	1494	0	20.548862115127175
1	30427671	18791871	18792861	-	1	30427671	19767992	19768982	296	992	0	29.838709677419356
1	30427671	11286659	11287668	+	1	30427671	4093414	4094376	324	1053	0	30.76923076923077
1	30427671	12950020	12951157	-	1	30427671	18853572	18854696	309	1157	0	26.707000864304238
1	30427671	15074385	15075579	+	1	30427671	15712710	15714588	413	1900	0	21.736842105263158
1	30427671	28331982	28334155	+	1	30427671	29479652	29481778	322	2204	0	14.609800362976408
1	30427671	24351398	24352401	-	1	30427671	16842918	16843915	297	1005	0	29.55223880597015
1	30427671	14383889	14384586	-	1	30427671	13796521	13797286	310	765	0	40.52287581699346
1	30427671	14429133	14429901	-	1	30427671	14383838	14384539	310	769	0	40.31209362808843
1	30427671	11721429	11722313	+	1	30427671	11981087	11981973	296	887	0	33.370913190529876
1	30427671	13869901	13870361	+	1	30427671	17502258	17502724	297	466	0	63.73390557939914
1	30427671	14864168	14865193	+	1	30427671	14455993	14457017	295	1025	0	28.780487804878046
1	30427671	16117873	16118365	+	1	30427671	6302651	6303142	295	492	0	59.959349593495936
1	30427671	13941182	13942365	+	1	30427671	15537842	15539031	300	1194	0	25.125628140703515
1	30427671	18791789	18792776	+	1	30427671	3413768	3414757	298	996	0	29.919678714859437
1	30427671	17502258	17502724	+	1	30427671	13869901	13870361	297	466	0	63.73390557939914
1	30427671	15537842	15539031	+	1	30427671	13941182	13942365	300	1194	0	25.125628140703515
1	30427671	6302651	6303142	+	1	30427671	16117873	16118365	295	492	0	59.959349593495936
1	30427671	14455993	14457017	+	1	30427671	14864168	14865193	295	1025	0	28.780487804878046
1	30427671	14736094	14739423	-	1	30427671	14657752	14660442	451	3491	0	12.91893440274993
1	30427671	16842918	16843915	-	1	30427671	24351398	24352401	297	1005	0	29.55223880597015
1	30427671	3413768	3414757	+	1	30427671	18791789	18792776	298	996	0	29.919678714859437
1	30427671	13796521	13797286	-	1	30427671	14383889	14384586	310	765	0	40.52287581699346
1	30427671	11981087	11981973	+	1	30427671	11721429	11722313	296	887	0	33.370913190529876
1	30427671	3413768	3414461	-	1	30427671	16997631	16998327	295	696	0	42.38505747126437
1	30427671	13015895	13059704	-	1	30427671	18746218	18790804	459	44697	0	1.0269145580240284
1	30427671	16997631	16998327	-	1	30427671	3413768	3414461	295	696	0	42.38505747126437
1	30427671	16997513	16998237	-	1	30427671	12365011	12365969	334	959	0	34.82794577685089
1	30427671	13017002	13017557	-	1	30427671	19062315	19062870	294	556	0	52.87769784172662
1	30427671	12365011	12365969	-	1	30427671	16997513	16998237	334	959	0	34.82794577685089
1	30427671	14339894	14341178	-	1	30427671	15713466	15714782	334	1397	0	23.908375089477452
1	30427671	15074210	15075566	-	1	30427671	14500041	14501948	385	1914	0	20.114942528735632
1	30427671	14659826	14661056	-	1	30427671	14740890	14742435	358	1546	0	23.15653298835705
1	30427671	15713466	15714782	-	1	30427671	14339894	14341178	334	1397	0	23.908375089477452
1	30427671	14499169	14501948	-	1	30427671	15074210	15076084	443	2786	0	15.900933237616655
1	30427671	22105384	22106625	+	1	30427671	21210238	21211270	338	1259	0	26.846703733121522
1	30427671	14825954	14827454	+	1	30427671	16094305	16095788	301	1508	0	19.960212201591514
1	30427671	15492726	15493472	+	1	30427671	14383838	14384539	303	746	0	40.61662198391421
1	30427671	15426283	15427778	-	1	30427671	13708152	13709650	302	1516	0	19.92084432717678
1	30427671	14383838	14384539	+	1	30427671	15492726	15493472	303	746	0	40.61662198391421
1	30427671	12876030	12876705	+	1	30427671	19994077	19994742	296	675	0	43.851851851851855
1	30427671	14668139	14669639	+	1	30427671	16094305	16095788	301	1508	0	19.960212201591514
1	30427671	16396191	16396893	+	1	30427671	15750664	15751360	295	702	0	42.02279202279202
1	30427671	21210238	21211270	+	1	30427671	22105384	22106625	338	1259	0	26.846703733121522
1	30427671	15750664	15751360	+	1	30427671	16396191	16396893	295	702	0	42.02279202279202
1	30427671	14098702	14099744	-	1	30427671	14466454	14467507	302	1056	0	28.59848484848485
1	30427671	13776453	13777583	+	1	30427671	14226736	14227741	319	1137	0	28.056288478452068
1	30427671	14226736	14227741	+	1	30427671	13776453	13777583	319	1137	0	28.056288478452068
1	30427671	13708152	13709650	-	1	30427671	15426283	15427778	302	1516	0	19.92084432717678
1	30427671	16094305	16095788	+	1	30427671	14825954	14827454	301	1508	0	19.960212201591514
1	30427671	11699702	11700601	-	1	30427671	17552176	17552993	314	916	0	34.27947598253275
1	30427671	16094305	16095788	+	1	30427671	14668139	14669639	301	1508	0	19.960212201591514
1	30427671	17552176	17552993	-	1	30427671	11699702	11700601	314	916	0	34.27947598253275
1	30427671	19994077	19994742	+	1	30427671	12876030	12876705	296	675	0	43.851851851851855
1	30427671	17900835	17901560	-	1	30427671	12876016	12876755	298	742	0	40.16172506738545
1	30427671	13941170	13942488	+	1	30427671	15065365	15066687	298	1329	0	22.422874341610232
1	30427671	15065365	15066687	+	1	30427671	13941170	13942488	298	1329	0	22.422874341610232
1	30427671	15414524	15419773	+	1	30427671	13771560	13776402	367	5257	0	6.981167966520829
1	30427671	14497504	14498829	+	1	30427671	14923981	14925690	370	1737	0	21.301093839953943
1	30427671	28886582	28937577	-	1	30427671	28886582	28937577	312	51036	0	0.6113331765812368
1	30427671	15460963	15462469	+	1	30427671	15189750	15191265	308	1525	0	20.19672131147541
1	30427671	15474267	15477944	-	1	30427671	15445490	15449110	312	3687	0	8.462164361269323
1	30427671	8189964	8190491	-	1	30427671	19741608	19742134	292	527	0	55.40796963946869
1	30427671	12876016	12876755	-	1	30427671	17900835	17901560	298	742	0	40.16172506738545
1	30427671	19741608	19742134	-	1	30427671	8189964	8190491	292	527	0	55.40796963946869
1	30427671	14828307	14831197	+	1	30427671	14679301	14681379	430	2893	0	14.863463532665053
1	30427671	13771560	13776402	+	1	30427671	15414524	15419773	367	5257	0	6.981167966520829
1	30427671	14383880	14384555	-	1	30427671	15060181	15060911	309	742	0	41.64420485175202
1	30427671	15189750	15191265	+	1	30427671	15460963	15462469	308	1525	0	20.19672131147541
1	30427671	15445490	15449110	-	1	30427671	15474267	15477944	312	3687	0	8.462164361269323
1	30427671	14679301	14681379	+	1	30427671	14828307	14831197	430	2893	0	14.863463532665053
1	30427671	14923981	14925690	+	1	30427671	14497504	14498829	370	1737	0	21.301093839953943
1	30427671	15060181	15060911	-	1	30427671	14383880	14384555	309	742	0	41.64420485175202
1	30427671	15886474	15887080	+	1	30427671	11958464	11959068	292	606	0	48.18481848184818
1	30427671	15853143	15854077	+	1	30427671	13401678	13402609	292	934	0	31.263383297644538
1	30427671	13935130	13937686	+	1	30427671	15589320	15591714	326	2556	0	12.754303599374023
1	30427671	15589320	15591714	+	1	30427671	13935130	13937686	326	2556	0	12.754303599374023
1	30427671	14488945	14489744	+	1	30427671	15431824	15432619	293	799	0	36.67083854818523
1	30427671	14497614	14498392	-	1	30427671	15545294	15546048	309	778	0	39.717223650385606
1	30427671	15835295	15836818	-	1	30427671	15417969	15419773	343	1814	0	18.90848952590959
1	30427671	14179473	14181272	-	1	30427671	15467892	15469745	308	1865	0	16.514745308310992
1	30427671	15460936	15462186	-	1	30427671	15062119	15063375	300	1267	0	23.677979479084453
1	30427671	16988318	16989863	+	1	30427671	16261170	16262469	354	1592	0	22.236180904522612
1	30427671	14383838	14384539	+	1	30427671	15179921	15180691	306	770	0	39.740259740259745
1	30427671	14441396	14442901	-	1	30427671	15845838	15847280	311	1512	0	20.56878306878307
1	30427671	16252800	16254029	+	1	30427671	19026929	19027849	353	1252	0	28.19488817891374
1	30427671	15431824	15432619	+	1	30427671	14488945	14489744	293	799	0	36.67083854818523
1	30427671	16807043	16807864	+	1	30427671	13058876	13059672	299	825	0	36.24242424242424
1	30427671	15179921	15180691	+	1	30427671	14383838	14384539	306	770	0	39.740259740259745
1	30427671	15530529	15532159	-	1	30427671	15572379	15574022	301	1659	0	18.143459915611814
1	30427671	19026929	19027849	+	1	30427671	16252800	16254029	353	1252	0	28.19488817891374
1	30427671	13058876	13059672	+	1	30427671	16807043	16807864	299	825	0	36.24242424242424
1	30427671	13798487	13800065	-	1	30427671	13791796	13793374	309	1609	0	19.20447482908639
1	30427671	9817185	9817890	-	1	30427671	12876016	12876737	295	722	0	40.85872576177285
1	30427671	15572379	15574022	-	1	30427671	15530529	15532159	301	1659	0	18.143459915611814
1	30427671	13401678	13402609	+	1	30427671	15853143	15854077	292	934	0	31.263383297644538
1	30427671	15474815	15476065	-	1	30427671	15062119	15063375	300	1267	0	23.677979479084453
1	30427671	11958464	11959068	+	1	30427671	15886474	15887080	292	606	0	48.18481848184818
1	30427671	16261170	16262469	+	1	30427671	16988318	16989863	354	1592	0	22.236180904522612
1	30427671	12876016	12876737	-	1	30427671	9817185	9817890	295	722	0	40.85872576177285
1	30427671	15467892	15469745	-	1	30427671	14179473	14181272	308	1865	0	16.514745308310992
1	30427671	14207218	14212348	+	1	30427671	13593123	13598350	429	5576	0	7.693687230989957
1	30427671	14924829	14925625	+	1	30427671	14383838	14384527	313	796	0	39.321608040201006
1	30427671	13507808	13508914	+	1	30427671	16360051	16361165	293	1116	0	26.254480286738353
1	30427671	14432709	14433720	-	1	30427671	15676360	15677383	293	1023	0	28.641251221896386
1	30427671	13397569	13400748	-	1	30427671	14469342	14472735	346	3436	0	10.069848661233994
1	30427671	16360051	16361165	+	1	30427671	13507808	13508914	293	1116	0	26.254480286738353
1	30427671	14419558	14420690	-	1	30427671	14280606	14281717	295	1132	0	26.060070671378092
1	30427671	15441762	15442879	-	1	30427671	15454307	15455447	299	1144	0	26.136363636363637
1	30427671	9034993	9040390	-	1	30427671	25791270	25796753	324	5517	0	5.872756933115824
1	30427671	13776588	13777583	-	1	30427671	15682813	15683620	328	1005	0	32.63681592039801
1	30427671	13774745	13776414	+	1	30427671	15474657	15476348	303	1702	0	17.80258519388954
1	30427671	16807043	16807864	-	1	30427671	17552230	17552944	310	822	0	37.71289537712895
1	30427671	15682813	15683620	-	1	30427671	13776588	13777583	328	1005	0	32.63681592039801
1	30427671	3814557	3843820	-	1	30427671	3814557	3843820	346	29404	0	1.1767106516120256
1	30427671	25791270	25796753	-	1	30427671	9034993	9040390	324	5517	0	5.872756933115824
1	30427671	13776554	13777513	+	1	30427671	14432359	14433334	301	992	0	30.34274193548387
1	30427671	15454307	15455447	-	1	30427671	15441762	15442879	299	1144	0	26.136363636363637
1	30427671	15676360	15677383	-	1	30427671	14432709	14433720	293	1023	0	28.641251221896386
1	30427671	7714746	7715136	-	1	30427671	21525003	21525393	290	390	0	74.35897435897436
1	30427671	15474657	15476348	+	1	30427671	13774745	13776414	303	1702	0	17.80258519388954
1	30427671	14383838	14384527	+	1	30427671	14924829	14925625	313	796	0	39.321608040201006
1	30427671	13593123	13598350	+	1	30427671	14207218	14212348	429	5576	0	7.693687230989957
1	30427671	21525003	21525393	-	1	30427671	7714746	7715136	290	390	0	74.35897435897436
1	30427671	14373905	14375037	-	1	30427671	14280606	14281717	295	1132	0	26.060070671378092
1	30427671	14432359	14433334	+	1	30427671	13776554	13777513	301	992	0	30.34274193548387
1	30427671	15486855	15488152	+	1	30427671	15065586	15066880	294	1300	0	22.615384615384613
1	30427671	15043032	15044564	-	1	30427671	14504923	14506433	316	1545	0	20.45307443365696
1	30427671	17552230	17552944	-	1	30427671	16807043	16807864	310	822	0	37.71289537712895
1	30427671	15065586	15066880	+	1	30427671	15486855	15488152	294	1300	0	22.615384615384613
1	30427671	16325448	16326280	+	1	30427671	19061969	19062785	293	835	0	35.08982035928144
1	30427671	14432359	14434018	-	1	30427671	15703968	15705527	311	1667	0	18.656268746250753
1	30427671	14449226	14451414	-	1	30427671	15512138	15513589	405	2190	0	18.493150684931507
1	30427671	15189750	15191265	+	1	30427671	15474842	15476348	305	1525	0	20.0
1	30427671	19061969	19062785	+	1	30427671	16325448	16326280	293	835	0	35.08982035928144
1	30427671	30049560	30050414	-	1	30427671	3262779	3263394	331	854	0	38.758782201405154
1	30427671	15189434	15191025	+	1	30427671	13791796	13793356	300	1594	0	18.820577164366373
1	30427671	14659428	14661056	-	1	30427671	14739778	14742040	455	2425	0	18.762886597938145
1	30427671	20513696	20514534	-	1	30427671	9384195	9385015	294	839	0	35.041716328963055
1	30427671	15474842	15476348	+	1	30427671	15189750	15191265	305	1525	0	20.0
1	30427671	9384195	9385015	-	1	30427671	20513696	20514534	294	839	0	35.041716328963055
1	30427671	13791796	13793356	+	1	30427671	15189434	15191025	300	1594	0	18.820577164366373
1	30427671	3262779	3263394	-	1	30427671	30049560	30050414	331	854	0	38.758782201405154
1	30427671	15703968	15705527	-	1	30427671	14432359	14434018	311	1667	0	18.656268746250753
1	30427671	14421549	14422269	+	1	30427671	14126302	14127019	289	720	0	40.13888888888889
1	30427671	14315123	14316347	-	1	30427671	15431824	15433006	301	1232	0	24.431818181818183
1	30427671	14122015	14124958	-	1	30427671	14495759	14498645	324	3002	0	10.792804796802132
1	30427671	19943653	19944451	-	1	30427671	8238684	8239586	324	939	0	34.504792332268366
1	30427671	14495759	14498645	-	1	30427671	14122015	14124958	324	3002	0	10.792804796802132
1	30427671	13711095	13712502	+	1	30427671	14497490	14498850	401	1733	0	23.139065204847086
1	30427671	14497490	14498850	+	1	30427671	13711095	13712502	401	1733	0	23.139065204847086
1	30427671	15634942	15635871	+	1	30427671	8238716	8239688	329	1052	0	31.273764258555133
1	30427671	15431824	15433006	-	1	30427671	14315123	14316347	301	1232	0	24.431818181818183
1	30427671	8238716	8239688	+	1	30427671	15634942	15635871	329	1052	0	31.273764258555133
1	30427671	22562703	22563684	-	1	30427671	22562703	22563684	288	981	0	29.357798165137616
1	30427671	8238684	8239586	-	1	30427671	19943653	19944451	324	939	0	34.504792332268366
1	30427671	15845672	15846911	+	1	30427671	14482478	14483686	296	1241	0	23.851732473811442
1	30427671	14482478	14483686	+	1	30427671	15845672	15846911	296	1241	0	23.851732473811442
1	30427671	14126302	14127019	+	1	30427671	14421549	14422269	289	720	0	40.13888888888889
1	30427671	23174158	23175098	-	1	30427671	17551885	17552544	336	947	0	35.480464625131994
1	30427671	15290671	15291362	+	1	30427671	15170880	15171579	293	699	0	41.9170243204578
1	30427671	15735916	15742363	-	1	30427671	13397569	13402403	552	6458	0	8.547537937441932
1	30427671	7036177	7037212	+	1	30427671	28161223	28162244	290	1036	0	27.99227799227799
1	30427671	13397569	13402403	-	1	30427671	15735916	15742363	552	6458	0	8.547537937441932
1	30427671	17551885	17552544	-	1	30427671	23174158	23175098	336	947	0	35.480464625131994
1	30427671	3413599	3414649	+	1	30427671	23876172	23877072	313	1050	0	29.809523809523807
1	30427671	10579521	10580039	+	1	30427671	21128086	21128770	316	685	0	46.131386861313864
1	30427671	9418133	9418942	-	1	30427671	10579427	10580070	316	812	0	38.91625615763547
1	30427671	10579427	10580070	-	1	30427671	9418133	9418942	316	812	0	38.91625615763547
1	30427671	13711056	13712402	+	1	30427671	14499169	14501180	404	2035	0	19.85257985257985
1	30427671	14499169	14501180	+	1	30427671	13711056	13712402	404	2035	0	19.85257985257985
1	30427671	21128086	21128770	+	1	30427671	10579521	10580039	316	685	0	46.131386861313864
1	30427671	28161223	28162244	+	1	30427671	7036177	7037212	290	1036	0	27.99227799227799
1	30427671	23876172	23877072	+	1	30427671	3413599	3414649	313	1050	0	29.809523809523807
1	30427671	15170880	15171579	+	1	30427671	15290671	15291362	293	699	0	41.9170243204578
1	30427671	17552176	17552993	+	1	30427671	26170556	26171475	306	919	0	33.29706202393907
1	30427671	26170556	26171475	+	1	30427671	17552176	17552993	306	919	0	33.29706202393907
1	30427671	12994843	12995492	+	1	30427671	3547070	3547720	287	653	0	43.95099540581929
1	30427671	2234398	2235038	-	1	30427671	6735993	6736632	286	640	0	44.6875
1	30427671	19767992	19768591	-	1	30427671	19063991	19064589	287	600	0	47.833333333333336
1	30427671	6735993	6736632	-	1	30427671	2234398	2235038	286	640	0	44.6875
1	30427671	11286733	11287658	+	1	30427671	24907652	24908597	303	974	0	31.108829568788497
1	30427671	14383853	14384539	-	1	30427671	15452631	15453336	311	754	0	41.246684350132625
1	30427671	16807043	16807864	+	1	30427671	19062018	19062815	295	826	0	35.714285714285715
1	30427671	19063991	19064589	-	1	30427671	19767992	19768591	287	600	0	47.833333333333336
1	30427671	15452631	15453336	-	1	30427671	14383853	14384539	311	754	0	41.246684350132625
1	30427671	10526196	10527191	-	1	30427671	16258687	16259793	310	1113	0	27.85265049415993
1	30427671	3547070	3547720	+	1	30427671	12994843	12995492	287	653	0	43.95099540581929
1	30427671	24907652	24908597	+	1	30427671	11286733	11287658	303	974	0	31.108829568788497
1	30427671	19062018	19062815	+	1	30427671	16807043	16807864	295	826	0	35.714285714285715
1	30427671	16258687	16259793	-	1	30427671	10526196	10527191	310	1113	0	27.85265049415993
1	30427671	15042650	15044532	-	1	30427671	14245037	14246821	308	1893	0	16.270470153195983
1	30427671	14106003	14107497	+	1	30427671	16094220	16095725	292	1512	0	19.31216931216931
1	30427671	13400868	13402429	-	1	30427671	13780186	13781735	318	1641	0	19.378427787934186
1	30427671	19768124	19768982	+	1	30427671	19327367	19328163	296	858	0	34.4988344988345
1	30427671	11286659	11287668	-	1	30427671	19026884	19027849	322	1078	0	29.87012987012987
1	30427671	19327367	19328163	+	1	30427671	19768124	19768982	296	858	0	34.4988344988345
1	30427671	13780186	13781735	-	1	30427671	13400868	13402429	318	1641	0	19.378427787934186
1	30427671	13507200	13507762	+	1	30427671	14471654	14472216	285	562	0	50.71174377224199
1	30427671	14471654	14472216	+	1	30427671	13507200	13507762	285	562	0	50.71174377224199
1	30427671	17552176	17552993	+	1	30427671	9866503	9867409	306	917	0	33.36968375136314
1	30427671	16094220	16095725	+	1	30427671	14106003	14107497	292	1512	0	19.31216931216931
1	30427671	9866503	9867409	+	1	30427671	17552176	17552993	306	917	0	33.36968375136314
1	30427671	14245037	14246821	-	1	30427671	15042650	15044532	308	1893	0	16.270470153195983
1	30427671	19026884	19027849	-	1	30427671	11286659	11287668	322	1078	0	29.87012987012987
1	30427671	14375793	14377134	-	1	30427671	14502159	14503636	309	1479	0	20.892494929006087
1	30427671	29319337	29320607	+	1	30427671	19172754	19173679	346	1279	0	27.052384675527758
1	30427671	14488435	14489189	-	1	30427671	14383853	14384539	299	754	0	39.6551724137931
1	30427671	14383853	14384539	-	1	30427671	14488435	14489189	299	754	0	39.6551724137931
1	30427671	14502159	14503636	-	1	30427671	14421446	14422787	309	1479	0	20.892494929006087
1	30427671	19172996	19173761	+	1	30427671	3073901	3074683	288	782	0	36.828644501278774
1	30427671	14502159	14503636	-	1	30427671	14375793	14377134	309	1479	0	20.892494929006087
1	30427671	13825477	13828463	+	1	30427671	16692089	16695089	310	3048	0	10.170603674540683
1	30427671	3073901	3074683	+	1	30427671	19172996	19173761	288	782	0	36.828644501278774
1	30427671	19172754	19173679	+	1	30427671	29319337	29320607	346	1279	0	27.052384675527758
1	30427671	16692089	16695089	+	1	30427671	13825477	13828463	310	3048	0	10.170603674540683
1	30427671	14383838	14384539	-	1	30427671	15821483	15822238	295	756	0	39.021164021164026
1	30427671	15074255	15074722	-	1	30427671	13769000	13769467	283	467	0	60.599571734475376
