chr1	start1	end1	chr2	start2	end2	strand	length	identity	score	n_seeds	seed_density	context
1	10311488	10348010	1	13398028	13433502	+	35474	0.2840	0.0028	17	0.007	intra
1	10334492	10372154	1	10338328	10376042	+	37662	0.2770	0.0023	15	0.006	intra
1	10342060	10373674	1	17508432	17540750	+	31614	0.2716	0.0057	33	0.015	intra
1	10371972	10392518	1	10375860	10397214	+	20546	0.2724	0.0103	40	0.027	intra
1	10429244	10455062	1	10434012	10459474	+	25462	0.2777	0.0153	70	0.038	intra
1	10486472	10559362	1	13865760	13938602	+	72842	0.2747	0.0014	17	0.003	intra
1	10488928	10564870	1	10488968	10564922	+	75942	0.2813	0.0060	73	0.013	intra
1	10490588	10526930	1	16216168	16253482	+	36342	0.2921	0.0037	22	0.008	intra
1	10500248	10560882	1	13878532	13938790	+	60258	0.2577	0.0024	27	0.006	intra
1	10506552	10544942	1	13134280	13172950	-	38390	0.2681	0.0024	17	0.006	intra
1	10507260	10528410	1	18301692	18322614	-	20922	0.2942	0.0099	35	0.023	intra
1	10512552	10543746	1	11877376	11908150	-	30774	0.2680	0.0026	15	0.007	intra
1	10512580	10535722	1	16116248	16138654	-	22406	0.2709	0.0059	25	0.016	intra
1	10519404	10580066	1	13809812	13870358	+	60546	0.2871	0.0021	20	0.005	intra
1	10519592	10546402	1	13549224	13576222	-	26810	0.2936	0.0099	44	0.023	intra
1	10522856	10557398	1	13052440	13086054	+	33614	0.2846	0.0028	16	0.007	intra
1	10525908	10546614	1	13565600	13586542	+	20706	0.2780	0.0097	37	0.025	intra
1	10526548	10554354	1	16395400	16423034	+	27634	0.2607	0.0060	32	0.016	intra
1	10526788	10550662	1	16236496	16260010	-	23514	0.2483	0.0032	16	0.010	intra
1	10542224	10596686	1	21090920	21145166	+	54246	0.3095	0.0034	26	0.007	intra
1	10548840	10589906	1	13839116	13879710	+	40594	0.2808	0.0026	18	0.006	intra
1	10554116	10596510	1	18283484	18325874	-	42390	0.2743	0.0030	22	0.007	intra
1	10554820	10593254	1	11766872	11805126	+	38254	0.2790	0.0029	19	0.007	intra
1	10563676	10605730	1	23098216	23139666	+	41450	0.2908	0.0027	18	0.006	intra
1	10592748	10652930	1	18287192	18346366	-	59174	0.2782	0.0040	39	0.009	intra
1	10594612	10631222	1	12147064	12183862	-	36610	0.2616	0.0051	35	0.013	intra
1	10636804	10697058	1	10637584	10697070	+	59486	0.2825	0.0026	25	0.006	intra
1	10822724	10853086	1	21918548	21948790	-	30242	0.2775	0.0058	31	0.014	intra
1	10852812	10873546	1	23125304	23145726	+	20422	0.2789	0.0086	32	0.022	intra
1	10886348	10923562	1	23903368	23940698	+	37214	0.2823	0.0052	33	0.012	intra
1	10890576	10967450	1	10890612	10967486	+	76874	0.2955	0.0042	48	0.009	intra
1	10910652	10932622	1	21974584	21995782	-	21198	0.2644	0.0036	15	0.010	intra
1	10923544	10959366	1	11775684	11810826	-	35142	0.2697	0.0047	30	0.012	intra
1	10931348	10957046	1	13987808	14012934	-	25126	0.2952	0.0041	17	0.009	intra
1	10982196	11053966	1	13889880	13962054	+	71770	0.2750	0.0016	19	0.004	intra
1	10991936	11023526	1	10992608	11023570	+	30962	0.2749	0.0078	43	0.019	intra
1	11064472	11100082	1	16138752	16174614	+	35610	0.2849	0.0048	29	0.011	intra
1	11152940	11174714	1	16858716	16880790	-	21774	0.2835	0.0041	16	0.010	intra
1	11154008	11188978	1	11154152	11189006	+	34854	0.2739	0.0208	129	0.052	intra
1	11281172	11339810	1	17657324	17716090	-	58638	0.2750	0.0025	25	0.006	intra
1	11283184	11312702	1	12044624	12074454	+	29518	0.2623	0.0046	26	0.012	intra
1	11284960	11309246	1	11295196	11318810	+	23614	0.2843	0.0164	68	0.040	intra
1	11294788	11348226	1	11300280	11353442	+	53162	0.2829	0.0047	41	0.011	intra
1	11301040	11324510	1	12062544	12086802	+	23470	0.2782	0.0064	27	0.016	intra
1	11309340	11458182	1	11309392	11458454	+	148842	0.2883	0.0065	140	0.013	intra
1	11381472	11410082	1	16939612	16968050	+	28438	0.2717	0.0320	167	0.082	intra
1	11387268	11431154	1	11389728	11433186	+	43458	0.2789	0.0065	48	0.015	intra
1	11399656	11427786	1	20954848	20983006	-	28130	0.2736	0.0248	127	0.063	intra
1	11403380	11428002	1	11403512	11428030	+	24518	0.2622	0.0044	21	0.012	intra
1	11407808	11428186	1	20954016	20974250	-	20234	0.2925	0.0526	182	0.126	intra
1	11427772	11469262	1	16258744	16299642	+	40898	0.2669	0.0046	34	0.012	intra
1	11486788	11525402	1	18414756	18452834	+	38078	0.2742	0.0024	16	0.006	intra
1	11491528	11522586	1	13981084	14012450	+	31058	0.2754	0.0074	41	0.018	intra
1	11522384	11553470	1	19121800	19153126	-	31086	0.2782	0.0029	16	0.007	intra
1	11550456	11670478	1	11550508	11670542	+	120022	0.2797	0.0030	55	0.006	intra
1	11638848	11670242	1	20141892	20172806	+	30914	0.2677	0.0040	23	0.010	intra
1	11669400	11723442	1	12044096	12097974	-	53878	0.3029	0.0020	16	0.004	intra
1	11671492	11700614	1	23145944	23174698	+	28754	0.2775	0.0064	33	0.016	intra
1	11680380	11708014	1	19762556	19789414	-	26858	0.2788	0.0123	59	0.031	intra
1	11689988	11735778	1	16315120	16361238	+	45790	0.2957	0.0088	63	0.019	intra
1	11692220	11781198	1	11692556	11781510	+	88954	0.2661	0.0051	77	0.012	intra
1	11699444	11725082	1	16949956	16975006	-	25050	0.3054	0.0638	251	0.140	intra
1	11699696	11736258	1	23173952	23211142	+	36562	0.3002	0.0028	16	0.006	intra
1	11699708	11721126	1	16806160	16828146	+	21418	0.2882	0.0099	37	0.024	intra
1	11699884	11735778	1	16325584	16361238	+	35654	0.2738	0.0142	90	0.035	intra
1	11700028	11737390	1	23173956	23210462	-	36506	0.3025	0.0041	23	0.009	intra
1	11701608	11729282	1	13323968	13351350	-	27382	0.2877	0.0039	18	0.009	intra
1	11709780	11737382	1	16806160	16833398	-	27238	0.2973	0.0057	25	0.013	intra
1	11711672	11737954	1	19440804	19467598	+	26282	0.2819	0.0074	34	0.018	intra
1	11711788	11751602	1	14273468	14313266	+	39798	0.2909	0.0034	22	0.008	intra
1	11714188	11735038	1	23123128	23144178	-	20850	0.2934	0.0071	25	0.017	intra
1	11718640	11755566	1	12345696	12382766	-	36926	0.2778	0.0142	91	0.035	intra
1	11721120	11753890	1	19304872	19337810	+	32770	0.2644	0.0024	15	0.006	intra
1	11732240	11753850	1	22433780	22455342	-	21562	0.2785	0.0178	70	0.045	intra
1	11732268	11763850	1	22616736	22647922	+	31186	0.2972	0.0072	36	0.016	intra
1	11735640	11756998	1	12562548	12583974	+	21358	0.2583	0.0179	77	0.050	intra
1	11735884	11769518	1	22992140	23026030	+	33634	0.2735	0.0076	46	0.019	intra
1	11736292	11761370	1	19768948	19794930	+	25078	0.2520	0.0037	19	0.011	intra
1	11775368	11803914	1	23096556	23125514	+	28546	0.2451	0.0027	16	0.008	intra
1	11782292	11805778	1	23104624	23127910	+	23286	0.2557	0.0036	17	0.010	intra
1	11801444	11831474	1	13135444	13164986	+	29542	0.3032	0.0124	57	0.027	intra
1	11807792	12037298	1	11807876	12037774	+	229506	0.2851	0.0095	312	0.019	intra
1	11825276	11856546	1	13422400	13453766	+	31270	0.3013	0.0035	17	0.008	intra
1	11832336	11897586	1	11834768	11900110	+	65250	0.2779	0.0017	18	0.004	intra
1	11867028	11893266	1	11874600	11900770	+	26170	0.3039	0.0046	19	0.010	intra
1	11869136	11893266	1	18599908	18624210	-	24130	0.2565	0.0045	22	0.013	intra
1	11873608	11897586	1	11876320	11900618	+	23978	0.2685	0.0042	19	0.011	intra
1	11886828	11925402	1	20464816	20503294	-	38478	0.2883	0.0032	20	0.007	intra
1	11890400	11929982	1	15634552	15673902	+	39350	0.2646	0.0023	17	0.006	intra
1	11931304	11960586	1	11935128	11964162	+	29034	0.2515	0.0046	27	0.013	intra
1	11954868	12010106	1	17073320	17127710	+	54390	0.2857	0.0024	21	0.005	intra
1	11966328	12002054	1	11968284	12004258	+	35726	0.2870	0.0062	37	0.014	intra
1	11966784	11999930	1	17432136	17466174	-	33146	0.2706	0.0028	17	0.007	intra
1	11967008	11992226	1	16352508	16377902	-	25218	0.2924	0.0036	15	0.008	intra
1	11968120	12023854	1	12296872	12351750	-	54878	0.3068	0.0037	29	0.007	intra
1	11974624	11996454	1	11980056	12001222	+	21166	0.2966	0.0102	36	0.024	intra
1	11979908	12001974	1	16592700	16614810	+	22066	0.2782	0.0040	16	0.010	intra
1	11982084	12012370	1	11983736	12013462	+	29726	0.2573	0.0069	40	0.019	intra
1	11982348	12004258	1	13566528	13588186	+	21658	0.3081	0.0153	52	0.034	intra
1	11983844	12046758	1	11988032	12051314	+	62914	0.2946	0.0073	70	0.016	intra
1	11989392	12020046	1	15867856	15899106	-	30654	0.2935	0.0080	40	0.018	intra
1	11992544	12019550	1	12626688	12653410	-	26722	0.2879	0.0171	78	0.041	intra
1	12041448	12063026	1	12526812	12548926	-	21578	0.2656	0.0062	26	0.017	intra
1	12128624	12148954	1	12128628	12149038	+	20330	0.3058	0.0175	57	0.039	intra
1	12159204	12200926	1	12161880	12203634	+	41722	0.2741	0.0090	66	0.022	intra
1	12173312	12204750	1	12173336	12204798	+	31438	0.3143	0.0032	15	0.007	intra
1	12183596	12216806	1	14013016	14046150	+	33134	0.2746	0.0029	17	0.007	intra
1	12215852	12369178	1	19407368	19560326	+	152958	0.2949	0.0007	15	0.001	intra
1	12236568	12747750	1	12236604	12747866	+	511182	0.3147	0.0068	401	0.011	intra
1	12249008	12298934	1	12250516	12300534	+	49926	0.2905	0.0097	77	0.022	intra
1	12277156	12349302	1	13039276	13111390	-	72114	0.2665	0.0056	70	0.014	intra
1	12288528	12330054	1	23213664	23254906	-	41242	0.2893	0.0109	73	0.025	intra
1	12301412	12351770	1	23527212	23577730	+	50358	0.2599	0.0022	20	0.006	intra
1	12306876	12359358	1	13030280	13082054	-	51774	0.2795	0.0060	52	0.014	intra
1	12324916	12359718	1	23845392	23880350	-	34802	0.2715	0.0026	16	0.006	intra
1	12325072	12356174	1	16994984	17025978	+	30994	0.2660	0.0026	15	0.007	intra
1	12328076	12364478	1	20462040	20499058	-	36402	0.2964	0.0088	51	0.020	intra
1	12329516	12357330	1	16779408	16807190	-	27782	0.2945	0.0039	18	0.009	intra
1	12336332	12379270	1	12337856	12380146	+	42290	0.2493	0.0019	16	0.005	intra
1	12336532	12384006	1	16778840	16826302	+	47462	0.2752	0.0066	54	0.016	intra
1	12344848	12365690	1	16306480	16326998	+	20518	0.2622	0.0051	21	0.014	intra
1	12353124	12390490	1	22439272	22476762	+	37366	0.2802	0.0066	42	0.016	intra
1	12364136	12385210	1	12856104	12876926	-	20822	0.2879	0.0069	25	0.017	intra
1	12364440	12386958	1	19151016	19173590	-	22518	0.2783	0.0039	16	0.010	intra
1	12376364	12401302	1	16973268	16997926	-	24658	0.2646	0.0032	15	0.009	intra
1	12381396	12402090	1	12581084	12601870	-	20694	0.2792	0.0583	220	0.149	intra
1	12423920	12458062	1	17598296	17632814	+	34142	0.2965	0.0039	21	0.009	intra
1	12440356	12461170	1	13309944	13331658	-	20814	0.2642	0.0049	20	0.013	intra
1	12444300	12486398	1	12444420	12486410	+	41990	0.3122	0.0033	20	0.007	intra
1	12457772	12480350	1	20486932	20509318	-	22386	0.3094	0.0049	17	0.011	intra
1	12494712	12516074	1	13298108	13319366	-	21258	0.2883	0.0084	31	0.020	intra
1	12494896	12542442	1	13069576	13117198	+	47546	0.2915	0.0037	28	0.008	intra
1	12543452	12576138	1	15927196	15960658	-	32686	0.2886	0.0103	56	0.024	intra
1	12547884	12638922	1	19867940	19959682	+	91038	0.2727	0.0011	16	0.002	intra
1	12562748	12585146	1	19768524	19790842	+	22318	0.2601	0.0097	43	0.027	intra
1	12563436	12593318	1	16778008	16807642	-	29634	0.2935	0.0064	31	0.015	intra
1	12566244	12601138	1	15639276	15673838	+	34562	0.2655	0.0090	58	0.023	intra
1	12593448	12621566	1	12702320	12730238	-	27918	0.2901	0.0032	15	0.008	intra
1	12605648	12632378	1	20500672	20527026	+	26354	0.2801	0.0039	18	0.010	intra
1	12612936	12656894	1	12612976	12656914	+	43938	0.2935	0.0026	18	0.006	intra
1	12680192	12747750	1	12680232	12747854	+	67558	0.2567	0.0037	45	0.009	intra
1	12713828	12738698	1	12871464	12895870	+	24406	0.2694	0.0100	46	0.026	intra
1	12738328	12783062	1	12779040	12824262	+	44734	0.3048	0.0542	361	0.113	intra
1	12752788	12796718	1	12765784	12810178	+	43930	0.2750	0.0620	472	0.150	intra
1	12762600	12784546	1	12789820	12812174	+	21946	0.3786	0.1942	1019	0.650	intra
1	12765780	12818874	1	13229000	13282030	-	53030	0.2857	0.0124	106	0.028	intra
1	12803124	12846954	1	13205144	13249494	-	43830	0.2922	0.0036	25	0.008	intra
1	12853972	12875070	1	17551232	17572290	+	21058	0.2871	0.0119	44	0.029	intra
1	12855172	12900650	1	16858596	16904718	-	45478	0.2710	0.0026	21	0.006	intra
1	12855248	12875250	1	13261352	13281394	+	20002	0.3087	0.0057	18	0.013	intra
1	12857844	12884790	1	17892932	17919362	-	26430	0.2802	0.0073	34	0.018	intra
1	12862308	12888134	1	16282388	16307634	-	25246	0.2574	0.0030	15	0.008	intra
1	12864084	12907630	1	12864676	12907642	+	42966	0.2717	0.0044	33	0.011	intra
1	12872992	12907630	1	12873028	12907642	+	34614	0.2885	0.0026	15	0.006	intra
1	12876016	12913754	1	13016220	13054458	+	37738	0.2794	0.0043	28	0.010	intra
1	12898420	12931734	1	13107032	13140190	-	33158	0.2527	0.0249	164	0.069	intra
1	12920548	12963518	1	18125312	18168706	+	42970	0.2637	0.0024	19	0.006	intra
1	12920936	12955302	1	18845660	18879442	-	33782	0.2744	0.0045	27	0.011	intra
1	12921728	13026222	1	12925200	13030126	+	104494	0.2806	0.0021	34	0.005	intra
1	12928324	12994786	1	12929252	12995534	+	66282	0.2776	0.0046	50	0.011	intra
1	12929420	12994718	1	12929464	12994774	+	65298	0.2915	0.0040	40	0.009	intra
1	12947616	12976010	1	16716356	16745086	-	28394	0.2690	0.0032	17	0.008	intra
1	12958780	13026222	1	12962696	13030126	+	67430	0.3019	0.0030	29	0.006	intra
1	12970236	13015970	1	19721520	19768110	+	45734	0.2507	0.0017	15	0.005	intra
1	12988616	13017622	1	15939324	15968162	-	28838	0.2602	0.0048	27	0.013	intra
1	13002744	13059462	1	13261560	13318670	-	56718	0.2784	0.0029	27	0.007	intra
1	13015848	13036398	1	16884484	16905866	-	20550	0.3054	0.0331	109	0.074	intra
1	13016008	13343842	1	13016360	13343894	+	327534	0.2834	0.0164	749	0.032	intra
1	13024172	13186978	1	13024248	13187054	+	162806	0.2965	0.0099	224	0.019	intra
1	13024900	13057786	1	13535296	13567926	+	32630	0.2725	0.0046	27	0.012	intra
1	13027788	13051270	1	17815228	17838890	-	23482	0.2684	0.0130	58	0.035	intra
1	13029276	13059654	1	14299092	14328998	-	29906	0.2607	0.0068	39	0.018	intra
1	13032296	13060810	1	19994064	20021974	-	27910	0.2776	0.0173	86	0.043	intra
1	13037932	13075038	1	13554072	13590254	+	36182	0.2694	0.0038	25	0.010	intra
1	13041380	13067926	1	22431888	22459218	+	26546	0.2586	0.0187	98	0.052	intra
1	13042056	13070586	1	17541168	17569562	-	28394	0.2956	0.0121	56	0.028	intra
1	13043920	13067666	1	15621460	15646038	+	23746	0.3069	0.0065	24	0.014	intra
1	13049732	13075038	1	13564032	13590254	+	25306	0.2952	0.0060	25	0.014	intra
1	13051924	13088086	1	16124804	16160858	-	36054	0.2655	0.0039	26	0.010	intra
1	13053872	13088410	1	16258688	16292750	-	34062	0.2685	0.0125	78	0.032	intra
1	13057336	13077550	1	16577392	16598022	-	20214	0.2898	0.0143	50	0.035	intra
1	13057600	13092774	1	16361636	16396826	+	35174	0.2846	0.0030	18	0.007	intra
1	13058216	13082010	1	19306412	19330210	-	23794	0.2928	0.0125	50	0.029	intra
1	13058868	13085254	1	16806196	16831838	+	25642	0.2982	0.0058	24	0.013	intra
1	13059400	13086550	1	13107832	13135514	-	27150	0.2992	0.0121	53	0.027	intra
1	13059856	13103782	1	22089616	22133466	-	43850	0.2745	0.0047	36	0.011	intra
1	13063792	13088190	1	21658980	21683494	+	24398	0.2881	0.0050	21	0.012	intra
1	13064272	13086462	1	16652684	16674622	+	21938	0.2919	0.0474	177	0.113	intra
1	13072748	13099594	1	16248440	16275066	-	26626	0.2849	0.0054	25	0.013	intra
1	13090096	13134286	1	13390440	13434210	-	43770	0.2917	0.0047	33	0.011	intra
1	13120320	13152626	1	16226952	16259442	+	32306	0.2713	0.0036	21	0.009	intra
1	13125956	13146910	1	18838796	18860114	-	20954	0.2729	0.0175	69	0.046	intra
1	13129408	13166922	1	17267632	17305106	-	37474	0.2715	0.0040	27	0.010	intra
1	13130396	13160066	1	18826748	18856354	-	29606	0.2713	0.0131	71	0.034	intra
1	13131504	13172350	1	16710108	16751022	-	40846	0.2838	0.0191	130	0.045	intra
1	13131592	13167202	1	19027012	19062218	-	35206	0.2724	0.0176	111	0.044	intra
1	13142816	13167298	1	21186968	21211282	+	24314	0.2682	0.0063	29	0.017	intra
1	13151252	13186438	1	15730000	15765194	+	35186	0.2753	0.0039	24	0.010	intra
1	13211660	13343842	1	13211708	13343894	+	132182	0.3094	0.0087	152	0.016	intra
1	13220088	13241990	1	13980128	14002754	+	21902	0.2713	0.0063	26	0.017	intra
1	13230580	13262162	1	19062004	19093870	-	31582	0.2866	0.0068	36	0.016	intra
1	13240088	13261962	1	18791120	18812650	-	21530	0.3002	0.0071	25	0.016	intra
1	13261780	13291134	1	16777652	16806570	-	28918	0.2749	0.0038	20	0.010	intra
1	13265964	13301498	1	15706748	15742370	+	35534	0.2539	0.0083	58	0.023	intra
1	13275948	13301518	1	15754004	15779790	-	25570	0.2796	0.0083	38	0.021	intra
1	13281604	13305554	1	13283036	13306334	+	23298	0.3100	0.0106	38	0.023	intra
1	13282932	13313642	1	16030432	16061510	-	30710	0.2549	0.0097	59	0.027	intra
1	13284240	13314718	1	15839796	15869826	-	30030	0.2807	0.0069	36	0.017	intra
1	13284880	13306946	1	17295032	17317450	-	22066	0.2931	0.0110	41	0.026	intra
1	13285680	13309574	1	13298640	13322878	+	23894	0.2791	0.0060	26	0.015	intra
1	13290672	13312854	1	13582376	13604602	-	22182	0.2854	0.0169	66	0.042	intra
1	13291076	13315910	1	17398772	17423894	+	24834	0.2937	0.0048	20	0.011	intra
1	13292856	13319722	1	13507200	13534046	+	26846	0.2924	0.0058	26	0.014	intra
1	13293216	13323034	1	15720180	15749946	-	29766	0.2619	0.0042	24	0.011	intra
1	13336792	13373614	1	17405580	17441538	+	35958	0.2656	0.0027	18	0.007	intra
1	13345320	13416890	1	16917488	16989814	-	71570	0.2656	0.0019	24	0.005	intra
1	13347772	13380474	1	15819560	15852562	+	32702	0.2808	0.0060	34	0.015	intra
1	13355956	13404158	1	13357264	13405366	+	48102	0.3041	0.0048	34	0.010	intra
1	13364296	13408758	1	13897136	13942170	+	44462	0.2562	0.0021	18	0.006	intra
1	13366036	13400446	1	16641068	16674642	-	33574	0.2770	0.0041	24	0.010	intra
1	13366088	13386406	1	15759548	15780142	+	20318	0.2854	0.0067	24	0.017	intra
1	13366108	13404502	1	16404780	16443118	-	38338	0.2735	0.0025	17	0.006	intra
1	13367048	13415558	1	13502852	13551410	-	48510	0.2789	0.0058	47	0.014	intra
1	13389836	13420158	1	16226792	16257158	-	30322	0.2700	0.0029	16	0.007	intra
1	13396476	13419814	1	16045836	16068934	+	23098	0.2687	0.0048	21	0.013	intra
1	13408996	13449182	1	17111248	17150970	+	39722	0.3081	0.0037	22	0.008	intra
1	13457564	13515070	1	16322460	16380370	+	57506	0.2983	0.0030	26	0.006	intra
1	13465468	13508922	1	13883072	13925594	-	42522	0.2823	0.0037	26	0.009	intra
1	13474052	13548606	1	15717024	15792266	-	74554	0.3075	0.0021	22	0.004	intra
1	13474920	13508854	1	17488960	17523610	-	33934	0.2536	0.0037	25	0.010	intra
1	13483868	13533038	1	16034316	16083210	-	48894	0.2581	0.0192	175	0.050	intra
1	13487596	13520546	1	14208780	14241154	-	32374	0.2510	0.0100	65	0.028	intra
1	13489304	13524194	1	15793536	15827534	-	33998	0.2745	0.0036	22	0.009	intra
1	13491044	13531150	1	15995012	16035370	+	40106	0.2612	0.0382	287	0.100	intra
1	13495520	13542826	1	13849172	13896730	-	47306	0.2910	0.0033	25	0.007	intra
1	13496396	13520894	1	18881400	18906210	-	24498	0.2782	0.0104	46	0.026	intra
1	13498208	13521178	1	17708992	17731502	-	22510	0.2734	0.0076	32	0.020	intra
1	13498440	13524138	1	13590444	13616046	-	25602	0.2732	0.0282	133	0.073	intra
1	13499824	13524378	1	15832020	15856686	+	24554	0.2666	0.0077	36	0.021	intra
1	13508156	13530494	1	16012944	16036106	+	22338	0.2785	0.0488	198	0.124	intra
1	13508356	13528974	1	13870012	13890618	-	20606	0.2541	0.0169	72	0.049	intra
1	13516544	13547838	1	15848564	15879890	+	31294	0.2723	0.0067	38	0.017	intra
1	13516940	13556662	1	13900288	13939010	-	38722	0.2581	0.0020	15	0.005	intra
1	13526504	13590394	1	22142648	22206650	-	63890	0.2631	0.0019	21	0.005	intra
1	13549284	13573018	1	18301476	18325966	-	23734	0.2694	0.0033	15	0.009	intra
1	13549640	13573274	1	16700868	16723842	+	22974	0.2900	0.0056	22	0.013	intra
1	13558924	13586590	1	16352780	16380186	+	27406	0.2766	0.0053	26	0.013	intra
1	13565652	13587610	1	19924092	19945678	-	21586	0.2685	0.0092	38	0.025	intra
1	13566060	13602238	1	16721688	16757826	+	36138	0.2799	0.0043	27	0.010	intra
1	13566612	13592318	1	19924348	19951086	-	25706	0.2847	0.0056	25	0.014	intra
1	13566920	13599338	1	16364520	16396594	+	32074	0.2752	0.0033	19	0.008	intra
1	13567308	13596634	1	16597244	16627114	+	29326	0.2935	0.0031	15	0.007	intra
1	13567528	13598990	1	13780684	13811958	-	31274	0.2716	0.0091	52	0.023	intra
1	13568024	13603562	1	13570112	13605458	+	35346	0.2931	0.0070	40	0.016	intra
1	13568520	13612138	1	15835184	15878314	-	43130	0.2659	0.0023	18	0.006	intra
1	13571120	13602338	1	16847460	16878822	-	31218	0.2996	0.0034	17	0.008	intra
1	13578804	13599682	1	15734184	15755150	+	20878	0.2739	0.0059	23	0.015	intra
1	13578816	13603450	1	16019720	16043954	+	24234	0.2782	0.0055	24	0.014	intra
1	13598344	13660442	1	14073500	14135730	+	62098	0.2645	0.0023	25	0.006	intra
1	13607988	13637942	1	16392884	16423410	+	29954	0.2798	0.0049	26	0.012	intra
1	13615336	13653858	1	13787084	13825198	-	38114	0.2752	0.0037	25	0.009	intra
1	13615492	13738058	1	13615692	13738210	+	122518	0.2816	0.0086	162	0.019	intra
1	13618356	13687398	1	16353540	16422574	-	69034	0.2777	0.0019	21	0.004	intra
1	13622536	13654342	1	14315148	14346702	-	31554	0.2593	0.0143	87	0.039	intra
1	13624568	13659674	1	16013228	16047954	-	34726	0.2603	0.0116	77	0.031	intra
1	13625308	13660714	1	13625384	13660726	+	35342	0.2752	0.0111	69	0.027	intra
1	13625592	13659722	1	13632644	13666850	+	34130	0.2789	0.0509	302	0.124	intra
1	13628052	13652922	1	14464836	14488966	+	24130	0.2515	0.0106	53	0.031	intra
1	13629288	13654366	1	15680372	15705622	+	25078	0.2859	0.0184	80	0.045	intra
1	13629288	13654290	1	15798784	15823042	+	24258	0.2730	0.0073	33	0.019	intra
1	13629652	13655494	1	13766968	13793078	-	25842	0.2621	0.0092	46	0.025	intra
1	13630140	13654050	1	14059088	14082842	-	23754	0.2740	0.0100	44	0.026	intra
1	13631564	13656562	1	15938612	15962834	-	24222	0.2782	0.0071	31	0.018	intra
1	13634340	13655414	1	15539104	15560522	+	21074	0.2550	0.0113	49	0.033	intra
1	13635264	13667806	1	15811152	15843830	+	32542	0.2616	0.0116	72	0.031	intra
1	13640560	13683506	1	15701776	15744902	+	42946	0.2698	0.0112	86	0.028	intra
1	13641684	13668766	1	14212716	14239814	-	27082	0.2709	0.0132	66	0.034	intra
1	13644760	13667146	1	15784828	15807046	+	22218	0.2653	0.0262	113	0.071	intra
1	13649608	13695582	1	13815144	13861034	+	45890	0.2422	0.0447	417	0.127	intra
1	13652028	13684462	1	18887640	18920278	+	32434	0.2840	0.0181	100	0.043	intra
1	13656756	13677646	1	15901380	15921946	-	20566	0.2711	0.0056	22	0.015	intra
1	13659272	13681006	1	13883072	13904646	+	21574	0.2743	0.0207	83	0.054	intra
1	13681208	13712422	1	15425680	15457298	+	31214	0.2781	0.0029	16	0.007	intra
1	13694528	13718194	1	15475672	15498970	+	23298	0.2577	0.0083	39	0.023	intra
1	13695596	13730078	1	15664400	15698982	-	34482	0.2808	0.0029	17	0.007	intra
1	13710868	13738058	1	13710908	13738210	+	27190	0.2698	0.0085	43	0.022	intra
1	13726412	13792818	1	15427196	15493042	+	65846	0.2732	0.0047	52	0.011	intra
1	13738116	13777530	1	15060788	15100418	-	39414	0.2651	0.0109	79	0.028	intra
1	13746940	13771822	1	14295208	14319754	+	24546	0.2776	0.0313	139	0.079	intra
1	13753444	13806430	1	13844784	13897762	-	52978	0.2434	0.0171	181	0.048	intra
1	13756420	13794830	1	15821708	15860482	-	38410	0.2681	0.0023	16	0.006	intra
1	13757084	13791714	1	15442660	15477878	+	34630	0.2601	0.0027	18	0.007	intra
1	13758640	13794886	1	15467580	15503990	-	36246	0.2751	0.0061	39	0.015	intra
1	13759980	13790894	1	14424104	14455718	+	30914	0.2696	0.0199	113	0.051	intra
1	13761400	13795082	1	14309204	14343222	+	33682	0.2429	0.0208	146	0.061	intra
1	13762976	13797910	1	14432564	14468102	-	34934	0.2393	0.0027	20	0.008	intra
1	13763088	13792202	1	13783684	13812574	+	28890	0.2645	0.0042	23	0.011	intra
1	13765372	13802226	1	15180344	15216498	+	36154	0.2856	0.0226	137	0.053	intra
1	13765976	13794490	1	15361708	15390638	-	28514	0.2512	0.0033	19	0.009	intra
1	13767876	13793066	1	15831060	15856670	-	25190	0.2421	0.0037	20	0.011	intra
1	13768776	13790894	1	14434112	14455718	+	21606	0.2566	0.0601	264	0.171	intra
1	13769056	13799830	1	15556992	15587562	-	30570	0.2444	0.0028	18	0.008	intra
1	13769128	13794630	1	15457812	15483422	+	25502	0.2625	0.0087	43	0.024	intra
1	13769552	13800322	1	14813424	14844322	-	30770	0.2485	0.0044	28	0.013	intra
1	13770244	13794206	1	13790120	13813418	+	23298	0.2616	0.0050	23	0.014	intra
1	13770496	13793826	1	13921428	13944402	-	22974	0.2766	0.0048	20	0.012	intra
1	13773412	13818998	1	14233528	14278674	-	45146	0.2620	0.0038	32	0.010	intra
1	13774428	13795154	1	15784532	15804846	-	20314	0.2657	0.0058	23	0.016	intra
1	13778400	13809086	1	14304012	14335014	-	30686	0.2669	0.0038	22	0.010	intra
1	13779992	13801258	1	15428500	15450074	+	21266	0.2646	0.0697	290	0.191	intra
1	13780044	13802334	1	15735748	15757910	+	22162	0.2619	0.0208	91	0.057	intra
1	13781864	13810350	1	15737728	15766598	+	28486	0.2623	0.0064	35	0.017	intra
1	13783680	13806098	1	15635128	15657218	+	22090	0.2716	0.0063	26	0.016	intra
1	13786684	13813286	1	15462472	15488818	+	26346	0.2673	0.0241	120	0.064	intra
1	13793292	13815118	1	14157540	14180054	-	21826	0.2962	0.0082	30	0.019	intra
1	13798264	13818446	1	13941168	13961346	+	20178	0.2359	0.0065	30	0.021	intra
1	13798452	13825734	1	16674908	16702454	-	27282	0.2809	0.0067	32	0.016	intra
